id,canonical_name,category,subtype,key_attributes_schema,default_iq,default_oq,default_pq,default_calibration_months,default_maintenance_months,default_requalification_months,risk_level,regulatory_references,search_aliases,locale_overrides,notes
,High-Shear Emulsifier,Reagent Mfg,IVD Reagent Homogenizer,"{""shear_rate"":{""type"":""number"",""units"":""s-1""},""vessel_vol"":{""type"":""number"",""units"":""L""},""sanitary_seal"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,12,Medium,21 CFR 820.75;ISO 13485,reagent mixer;Silverson;homogenizer,{},PQ verifies consistent particle size reduction across batches. 
,Sieve Shaker (Analytical),Analytical Lab,Digital Particle Distribution,"{""amplitude"":{""type"":""number"",""units"":""mm""},""freq_acc"":{""type"":""number"",""units"":""%""},""timer_res"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;FDA 820,particle sizer;vibratory sieve;mesh shaker,{},Used to qualify incoming raw material (metal/plastic powders). 
,Automated Reagent Bottle Capper,Production: Packaging,Torque-Controlled Rotary,"{""torque_range"":{""type"":""range"",""units"":""lb-in""},""capping_speed"":{""type"":""number"",""units"":""BPM""},""reject_count"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,,Medium,ISO 13485;21 CFR 820,bottle capper;capping bot;IVD capper,{},"OQ verifies torque ""Upper/Lower"" limits and reject accuracy."
,Multi-Carrier Catheter Braider,Production: Assembly,16/32/48 Carrier System,"{""wire_tension"":{""type"":""number"",""units"":""N""},""picks_per_inch"":{""type"":""integer""},""braid_angle"":{""type"":""number"",""units"":""deg""}}",TRUE,TRUE,TRUE,12,6,24,High,ISO 13485;21 CFR 820.75,Steeger;braiding line;catheter reinforcement,{},PQ verifies torque transmission and kink-resistance of the braided shaft.
,High-Speed Component Vision Sorter,Production: Inspection,Micro-Part Automated Sorter,"{""detection_speed"":{""type"":""number"",""units"":""parts/min""},""camera_res"":{""type"":""number"",""units"":""MP""},""rejection_logic"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;21 CFR 820.70;21 CFR Part 11,part sorter;screw sorter;vision bowl feeder,{},"OQ verifies ""Known Bad"" part rejection at maximum throughput rates."
,Cleanroom Air Handling Unit (AHU),Utilities: HVAC,Recirculating Cleanroom Unit,"{""airflow_volume"":{""type"":""number"",""units"":""CFM""},""external_static_press"":{""type"":""number"",""units"":""in_wg""},""filter_stages"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,6,12,High,ISO 14644-1;FDA Guidance (Cleanroom),cleanroom AHU;HVAC unit;air handler,{},PQ is equivalent to annual Cleanroom Certification (Particles/Viables).
,Precision Die-Cutting Press,Production: Forming,Medical Adhesive/Bandage Press,"{""cutting_force"":{""type"":""number"",""units"":""kN""},""web_tension"":{""type"":""number"",""units"":""N""},""registration_acc"":{""type"":""number"",""units"":""mm""}}",TRUE,TRUE,TRUE,12,12,,Medium,ISO 13485;21 CFR 820.70,die cutter;bandage maker;rotary press,{},PQ verifies dimensional accuracy of cut shapes and edge quality.
,Metal 3D Printer (L-PBF),Production: Additive,Laser Powder Bed Fusion,"{""laser_power"":{""type"":""number"",""units"":""W""},""oxygen_level"":{""type"":""number"",""units"":""ppm""},""layer_thickness"":{""type"":""number"",""units"":""um""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13485;ASTM F2924;ASTM F3001,metal 3D;SLM printer;titanium printer,{},PQ involves density testing and coupon tensile bars for every build.
,Tissue Mincer / Grinder,HCT/P Processing,Automated Aseptic Mincer,"{""blade_speed"":{""type"":""number"",""units"":""RPM""},""screen_size"":{""type"":""number"",""units"":""um""},""sterile_path"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,12,High,21 CFR 1271.200;ISO 13485,HCTP mincer;bone grinder;tissue processor,{},PQ verifies consistent particle size and maintenance of tissue viability. 
,Optical Fiber Polisher,Production: Finishing,Automated Ferrule Polisher,"{""polishing_force"":{""type"":""number"",""units"":""N""},""cycle_time"":{""type"":""number"",""units"":""sec""},""pad_grit"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,12,,Medium,ISO 13485;21 CFR 820,fiber polisher;laser tip finisher;endoscope polisher,{},Critical for surgical laser fiber efficiency. OQ verifies tip geometry.
,Hot Isostatic Press (HIP),Production: Heat Treat,Densification Vessel,"{""max_pressure"":{""type"":""number"",""units"":""bar""},""max_temp"":{""type"":""number"",""units"":""C""},""soak_time"":{""type"":""number"",""units"":""min""}}",TRUE,TRUE,TRUE,6,12,12,High,ISO 13485;ASTM F2924,HIP vessel;densifier;3D print finisher,{},Used to eliminate internal porosity in 3D-printed metal implants. 
,Automated Hemostat Grinder,Production: Machining,Surgical Tool Profile Grinder,"{""wheel_speed"":{""type"":""number"",""units"":""RPM""},""feed_acc"":{""type"":""number"",""units"":""um""},""fixture_type"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,12,24,Medium,ISO 13485;ISO 17664,hemostat grinder;tool sharpener;forceps maker,{},"PQ verifies ""Locking Strength"" and surface finish of surgical tools."
,Powder Sieve System (Additive),Production: Auxiliaries,Ultrasonic Raw Material Prep,"{""mesh_size"":{""type"":""number"",""units"":""um""},""ultrasonic_power"":{""type"":""number"",""units"":""W""},""inert_blanket"":{""type"":""boolean""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;ASTM F2924,powder sifter;additive sifter;metal powder prep,{},OQ verifies particle size distribution (PSD) of sieved metal powders.
,3D Digital Surfometer,Metrology,Non-Contact Interferometer,"{""z_resolution"":{""type"":""number"",""units"":""nm""},""xy_pixel_size"":{""type"":""number"",""units"":""um""},""tilt_acc"":{""type"":""number"",""units"":""deg""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 25178;ISO 17025,white light scope;surface mapper;Ra tester,{},Used to validate orthopedic implant surface topography (S-parameters). 
,Dynamic Light Scattering (DLS),Analytical Lab,Nano-Particle Sizing System,"{""sizing_range"":{""type"":""range"",""units"":""nm""},""temp_ctrl"":{""type"":""number"",""units"":""C""},""sensitivity"":{""type"":""number""}}",TRUE,TRUE,FALSE,12,12,,Medium,USP <429>;USP <1058>,DLS;Malvern Zetasizer;nano-sizer,{},USP <1058> Group B. Used for sizing liposomal drug-combination carriers.
,High-Torque Surgical Reamer,HCT/P Processing,Medullary Canal Prep Tool,"{""max_torque"":{""type"":""number"",""units"":""N-m""},""rpm_accuracy"":{""type"":""number"",""units"":""%""},""cannulation_dia"":{""type"":""number"",""units"":""mm""}}",TRUE,TRUE,TRUE,12,12,,High,21 CFR 1271;ISO 17664,bone reamer;femoral reamer;allograft reamer,{},PQ focuses on preventing thermal necrosis in allograft tissue. 
,Cryogenic Floor Centrifuge,HCT/P Processing,High-Capacity Chilled Separator,"{""max_g_force"":{""type"":""number""},""temp_range"":{""type"":""range"",""units"":""C""},""imbalance_cutoff"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,6,12,12,High,21 CFR 1271;IEC 61010-2-020,blood centrifuge;component separator;cold spin,{},Critical for large-scale cord blood or cell therapy processing. 
,Flow-through Dissolution,Analytical Lab,USP Apparatus 4 System,"{""cell_type"":{""type"":""string""},""pump_precision"":{""type"":""number"",""units"":""%""},""temp_uniformity"":{""type"":""number"",""units"":""C""}}",TRUE,TRUE,TRUE,6,6,12,Medium,USP <711>;USP <1058>,USP 4;elution tester;stent dissolution,{},Ideal for validating drug release from stent-grafts or drug-eluting beads.
,Active Device Burn-In Station,Production: Electronics,Multi-Slot Thermal Stress,"{""temp_setpoint"":{""type"":""number"",""units"":""C""},""current_monitoring"":{""type"":""boolean""},""slot_capacity"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 13485;FDA 820.70,stress rack;aging station;PCB test rack,{},"PQ verifies ""Early Life Failure"" (infant mortality) reduction in electronics."
,Hemodynamic Simulator,Metrology,Patient Vital Sign Standard,"{""pressure_waveforms"":{""type"":""array""},""ecg_accuracy"":{""type"":""number"",""units"":""%""},""co2_sim"":{""type"":""boolean""}}",TRUE,FALSE,FALSE,12,,,Medium,IEC 60601-2-27;ISO 17025,patient sim;vital sign master;cal simulator,{},Reference standard to qualify surgical monitors and therapeutic heart devices.
,Automated Large-Bag Sealer,Production: Packaging,IV / Fluid Bag Sealer,"{""seal_width"":{""type"":""number"",""units"":""mm""},""temp_acc"":{""type"":""number"",""units"":""C""},""dwell_time"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,TRUE,12,6,12,High,ISO 11607-2;21 CFR 820.75,IV bag sealer;fluid sealer;large format sealer,{},PQ involves burst testing and seal integrity on high-volume liquid bags. 
,Ultrasonic Mandrel Cleaner,Cleaning,Aseptic Core Wire Washer,"{""bath_temp"":{""type"":""number"",""units"":""C""},""ultrasonic_freq"":{""type"":""number"",""units"":""kHz""},""wash_steps"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,12,12,Medium,ISO 15883;ISO 13485,mandrel washer;wire cleaner;ultrasonic tank,{},PQ verifies residual solvent and particulate levels on catheter mandrels. 
,Micro-Arc (TIG) Suture Welder,Production: Joining,Needle-Suture Joining Station,"{""arc_current"":{""type"":""number"",""units"":""A""},""gas_shield"":{""type"":""string""},""electrode_acc"":{""type"":""number"",""units"":""um""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 13485;21 CFR 820.75,suture welder;needle joiner;micro-TIG,{},PQ verifies tensile strength (USP pull test) for 3 consecutive batches.
,Automated Tablet Press,Production: Drug-Device,Rotary Multi-Station,"{""stations"":{""type"":""integer""},""compression_force"":{""type"":""number"",""units"":""kN""},""ejection_force"":{""type"":""number"",""units"":""N""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13485;21 CFR 820.75;cGMP,pill maker;punching machine;tablet stamper,{},"PQ verifies tablet weight uniformity, hardness, and friability. "
,X-Ray Photoelectron Spectrometer (XPS),Metrology: Surface Science,High-Vacuum Surface Analyzer,"{""energy_res"":{""type"":""number"",""units"":""eV""},""vacuum_base"":{""type"":""number"",""units"":""mbar""},""source_type"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;ISO 17025;FDA QMSR,XPS;ESCA;surface chemist;implant analyzer,{},Critical for qualifying passivation layers and HA coating chemistry.
,Cleanroom Modular Wall System,Facilities: Infrastructure,Hard-Wall Modular Partition,"{""surface_material"":{""type"":""string""},""outgassing_class"":{""type"":""string""},""fire_rating"":{""type"":""string""}}",TRUE,TRUE,FALSE,,12,,Low,ISO 14644-1;FDA QMSR;NFPA 75,cleanroom wall;modular partition;ISO wall,{},OQ verifies room airtightness and differential pressure stability.
,Aseptic IV Bag Filling Machine,Production: Filling,Isolator-Integrated Automated,"{""fill_acc"":{""type"":""number"",""units"":""%""},""bag_range"":{""type"":""range"",""units"":""mL""},""vhp_integrated"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13408-1;21 CFR 820.75;21 CFR 1271,IV filler;bag filler;vial filler;saline machine,{},"PQ requires ""Media Fills"" to verify 100% aseptic integrity."
,IV Bag Automated Visual Inspector,Production: Inspection,Multi-Camera Particle Detection,"{""lod_sensitivity"":{""type"":""number"",""units"":""um""},""camera_count"":{""type"":""integer""},""speed"":{""type"":""number"",""units"":""bags/min""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 13485;21 CFR Part 11;USP 790,AVI;bag inspector;particle checker,{},"PQ uses ""Knapp-test"" bags with known sub-visible contaminants."
,Scanning Acoustic Microscope (SAM),Metrology: NDT,High-Freq Ultrasonic Imaging,"{""acoustic_freq"":{""type"":""number"",""units"":""MHz""},""spatial_res"":{""type"":""number"",""units"":""um""},""immersion_fluid"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;ASTM F601,SAM;acoustic scope;ultrasonic image;delamination scope,{},Used to detect internal voids in active implantable hermetic seals.
,Microneedle Coating System,Production: Coating,Micron-Scale Dip/Spray,"{""dipping_speed"":{""type"":""number"",""units"":""mm/s""},""droplet_vol"":{""type"":""number"",""units"":""uL""},""temp_acc"":{""type"":""number"",""units"":""C""}}",TRUE,TRUE,TRUE,6,12,12,High,ISO 13485;FDA 820.75;ASTM F2100,microneedle coater;array coater;micro-dip,{},PQ verifies drug load uniformity per needle across the patch array.
,Drug-Eluting Microsphere Coater,Production: Coating,Microsphere Encapsulator,"{""polymer_conc"":{""type"":""number"",""units"":""%""},""batch_vol"":{""type"":""number"",""units"":""mL""},""solvent_type"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,6,12,High,ISO 13485;21 CFR 820.75;USP 1112,bead coater;DEB coater;sphere maker,{},PQ verifies release rate and particle size distribution consistency.
,Atomic Force Microscope (AFM),Metrology: Surface Science,High-Res Topography Probe,"{""xy_resolution"":{""type"":""number"",""units"":""nm""},""z_resolution"":{""type"":""number"",""units"":""nm""},""probe_mode"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;ISO 17025;ASTM E2859,AFM;nano-scope;surface probe;nano-topography,{},Used to qualify nano-textured implant surfaces for bone growth.
,In-Circuit Test (ICT) Bench,Production: Electronics,Bed-of-Nails Automated,"{""test_points"":{""type"":""integer""},""voltage_max"":{""type"":""number"",""units"":""V""},""accuracy"":{""type"":""number"",""units"":""%""}}",TRUE,TRUE,TRUE,12,12,,High,IPC-A-610;ISO 13485;21 CFR 820.70,bed of nails;ICT;PCBA circuit tester,{},Critical for active implants; OQ verifies all test vector coverage.
,Functional Test (FCT) Bench,Production: Electronics,Device Parameter Simulator,"{""test_params"":{""type"":""array""},""comm_bus"":{""type"":""enum"",""values"":},""cycle_time"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,TRUE,12,12,12,High,IEC 60601-1;21 CFR 820.70;ISO 13485,FCT;device tester;implant simulator,{},PQ validates real-world firmware response to sensor stimulus.
,Flying Probe PCBA Tester,Production: Electronics,Fixtureless Automated Tester,"{""probe_acc"":{""type"":""number"",""units"":""um""},""speed"":{""type"":""number"",""units"":""probes/sec""},""test_coverage"":{""type"":""number"",""units"":""%""}}",TRUE,TRUE,FALSE,12,12,,Medium,IPC-A-610;ISO 13485,flying probe;Takaya;PCBA tester,{},Used for high-mix/low-volume medical boards where ICT is not feasible.
,Solderability Tester,Metrology: Electronics,Wetting Balance Dip-Look,"{""pot_temp"":{""type"":""number"",""units"":""C""},""force_res"":{""type"":""number"",""units"":""mN""},""dwell_acc"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,FALSE,12,12,,Medium,J-STD-002;ISO 13485;MIL-STD-883,wetting balance;solder tester;component checker,{},Used to qualify incoming leads/components for life-support PCBs. 
,X-Ray Fluorescence (XRF),Metrology: Material,Benchtop RoHS/Metal ID,"{""elements_detected"":{""type"":""array""},""lod_limit"":{""type"":""number"",""units"":""ppm""},""xray_acc"":{""type"":""number"",""units"":""%""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;ISO 17025;RoHS,XRF;RoHS tester;metal ID;elemental analyzer,{},Critical for identifying material mix-ups in implantable metals.
,PIND Testing System,Metrology: NDT,Particle Impact Noise Detector,"{""acceleration"":{""type"":""number"",""units"":""g""},""frequency"":{""type"":""number"",""units"":""Hz""},""db_threshold"":{""type"":""number""}}",TRUE,TRUE,FALSE,12,12,,High,MIL-STD-883 Method 2020;ISO 13485,PIND;particle noise;hermetic tester;loose part detector,{},Used to detect loose conductive particles inside active implantable cans.
,High-Pot / Dielectric Tester,Metrology: Safety,Dielectric Strength Analyzer,"{""test_voltage"":{""type"":""range"",""units"":""kV""},""leakage_acc"":{""type"":""number"",""units"":""uA""},""ramp_rate"":{""type"":""number"",""units"":""V/s""}}",TRUE,TRUE,FALSE,12,12,,High,IEC 60601-1;UL 60601-1;ISO 17025,hipot;safety tester;insulation tester,{},Mandatory for 100% release testing of patient-contact active devices.
,Nitrogen Glovebox,Environment,Aseptic Reagent Formulation,"{""o2_ppm"":{""type"":""number"",""units"":""ppm""},""h2o_ppm"":{""type"":""number"",""units"":""ppm""},""chamber_pressure"":{""type"":""number"",""units"":""Pa""}}",TRUE,TRUE,TRUE,12,12,12,Medium,ISO 14644-7;FDA QMSR;21 CFR 1271,formulation box;inert glovebox;dry box,{},Critical for anaerobic HCT/P or moisture-sensitive IVD formulation.
,SMT Stencil Cleaning System,Production: Electronics,Automated Aqueous/Solvent,"{""wash_cycle"":{""type"":""number"",""units"":""min""},""cleaning_agent"":{""type"":""string""},""stencil_size"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,Low,IPC-7526;ISO 13485,stencil washer;paste cleaner;PCB cleaner,{},OQ verifies removal of solder paste from fine-pitch apertures.
,Component Laser Trimmer,Production: Machining,Active Resistor/Cap Adjuster,"{""trim_acc"":{""type"":""number"",""units"":""%""},""spot_size"":{""type"":""number"",""units"":""um""},""laser_type"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,6,24,High,ISO 13485;21 CFR 820.70,laser trimmer;resistor trim;thin film laser,{},Used to tune circuit parameters in life-critical sensor assemblies.
,Walk-In Stability Chamber,Testing: Stability,ICH Temperature/Humidity,"{""temp_range"":{""type"":""range"",""units"":""C""},""humidity_range"":{""type"":""range"",""units"":""%RH""},""int_vol"":{""type"":""number"",""units"":""m3""}}",TRUE,TRUE,TRUE,6,6,12,High,ICH Q1A;FDA QMSR;ISO 13485,stability room;aging chamber;ICH room,{},PQ involves comprehensive 3D mapping of temp/humidity uniformity.
,Automated Suture Spooler,Assembly,Precision Spooling System,"{""winding_tension"":{""type"":""number"",""units"":""N""},""spool_width"":{""type"":""number"",""units"":""mm""},""pitch_acc"":{""type"":""number"",""units"":""um""}}",TRUE,TRUE,TRUE,12,12,24,High,ISO 13485;21 CFR 820.75,suture winder;spool bot;thread winder,{},OQ verifies intelligent motor conversion of electronic commands to motion. [1]
,Heart Valve Leaflet Flex Tester,Metrology,Dynamic Durability Stand,"{""flex_frequency"":{""type"":""number"",""units"":""Hz""},""fluid_temp"":{""type"":""number"",""units"":""C""},""target_cycles"":{""type"":""integer""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 5840-1;ISO 13485,leaflet tester;valve flexer;tissue fatigue,{},Durability testing often required beyond 200 million cycles.
